"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"Hartford County","09003","2010-2014","Sales and office","Total","Number","Margins of Error",2174
"Hartford County","09003","2010-2014","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.6
"Hartford County","09003","2010-2014","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2010-2014","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",3.9
"Hartford County","09003","2010-2014","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2010-2014","Sales and office","Government","Percent","Employment",9.6
"Hartford County","09003","2010-2014","Sales and office","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2010-2014","Sales and office","Private, Profit","Percent","Employment",77.8
"Hartford County","09003","2010-2014","Sales and office","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2010-2014","Sales and office","Private, Not-for-profit","Percent","Employment",6
"Hartford County","09003","2010-2014","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Total","Number","Employment",27141
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Total","Number","Margins of Error",945
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",4.7
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",13
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Government","Percent","Employment",6.4
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",1
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",72.6
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1.7
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",3.4
"Hartford County","09003","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",1
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Total","Number","Employment",44993
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Total","Number","Margins of Error",1513
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.5
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Government","Percent","Employment",4.2
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Government","Percent","Margins of Error",0.7
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Employment",89
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",0.9
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.3
"Hartford County","09003","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2011-2015","All","Total","Number","Employment",439719
"Hartford County","09003","2011-2015","All","Total","Number","Margins of Error",2369
"Hartford County","09003","2011-2015","All","Self-Employed, Incorporated","Percent","Employment",2.6
"Hartford County","09003","2011-2015","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2011-2015","All","Self-Employed, Not Incorporated","Percent","Employment",5.1
"Hartford County","09003","2011-2015","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2011-2015","All","Government","Percent","Employment",14.2
"Hartford County","09003","2011-2015","All","Government","Percent","Margins of Error",0.4
"Hartford County","09003","2011-2015","All","Private, Profit","Percent","Employment",68.8
"Hartford County","09003","2011-2015","All","Private, Profit","Percent","Margins of Error",0.4
"Hartford County","09003","2011-2015","All","Private, Not-for-profit","Percent","Employment",9.3
"Hartford County","09003","2011-2015","All","Private, Not-for-profit","Percent","Margins of Error",0.3
"Hartford County","09003","2011-2015","Management, business, science, and arts","Total","Number","Employment",187538
"Hartford County","09003","2011-2015","Management, business, science, and arts","Total","Number","Margins of Error",2601
"Hartford County","09003","2011-2015","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.2
"Hartford County","09003","2011-2015","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2011-2015","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",4.9
"Hartford County","09003","2011-2015","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2011-2015","Management, business, science, and arts","Government","Percent","Employment",20.2
"Hartford County","09003","2011-2015","Management, business, science, and arts","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2011-2015","Management, business, science, and arts","Private, Profit","Percent","Employment",58.2
"Hartford County","09003","2011-2015","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.7
"Hartford County","09003","2011-2015","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",13.5
"Hartford County","09003","2011-2015","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2011-2015","Service","Total","Number","Employment",74147
"Hartford County","09003","2011-2015","Service","Total","Number","Margins of Error",1745
"Hartford County","09003","2011-2015","Service","Self-Employed, Incorporated","Percent","Employment",1.5
"Hartford County","09003","2011-2015","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2011-2015","Service","Self-Employed, Not Incorporated","Percent","Employment",6.9
"Hartford County","09003","2011-2015","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Hartford County","09003","2011-2015","Service","Government","Percent","Employment",15.2
"Hartford County","09003","2011-2015","Service","Government","Percent","Margins of Error",0.9
"Hartford County","09003","2011-2015","Service","Private, Profit","Percent","Employment",66.9
"Hartford County","09003","2011-2015","Service","Private, Profit","Percent","Margins of Error",1.2
"Hartford County","09003","2011-2015","Service","Private, Not-for-profit","Percent","Employment",9.5
"Hartford County","09003","2011-2015","Service","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2011-2015","Sales and office","Total","Number","Employment",105350
"Hartford County","09003","2011-2015","Sales and office","Total","Number","Margins of Error",2201
"Hartford County","09003","2011-2015","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.3
"Hartford County","09003","2011-2015","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.3
